              x              v           E(1)           V(1)           E(2)           V(2)           E(3)           V(3)           E(4)           V(4)           E(5)           V(5)           E(6)           V(6)           E(7)           V(7)           E(8)           V(8)           E(9)           V(9)          E(10)          V(10)
      2.5000000      0.0000000      0.3286450      0.3496050      1.3101616      1.3526255      2.0488309      2.0670409      2.9549028      2.8947691      5.2141415      5.2963180      7.8124505      7.9008297      8.4172404      8.3687091     11.6303715     11.7436799     15.4698859     15.5987401     17.8304225     17.8597669
      2.5250000      0.0000000      0.3286450      0.3517456      1.3101616      1.3567345      2.0488309      2.0667896      2.9549028      2.8889226      5.2141415      5.3033031      7.8124505      7.9044141      8.4172404      8.3616569     11.6303715     11.7512141     15.4698859     15.6031433     17.8304225     17.8526725
      2.5500000      0.0000000      0.3286450      0.3538814      1.3101616      1.3608054      2.0488309      2.0665152      2.9549028      2.8831980      5.2141415      5.3099976      7.8124505      7.9075494      8.4172404      8.3548971     11.6303715     11.7578698     15.4698859     15.6062581     17.8304225     17.8453301
      2.5750000      0.0000000      0.3286450      0.3560120      1.3101616      1.3648348      2.0488309      2.0662182      2.9549028      2.8776059      5.2141415      5.3163797      7.8124505      7.9102204      8.4172404      8.3484653     11.6303715     11.7635988     15.4698859     15.6080544     17.8304225     17.8378216
      2.6000000      0.0000000      0.3286450      0.3581371      1.3101616      1.3688194      2.0488309      2.0658989      2.9549028      2.8721565      5.2141415      5.3224287      7.8124505      7.9124140      8.4172404      8.3423953     11.6303715     11.7683593     15.4698859     15.6085147     17.8304225     17.8302307
      2.6250000      0.0000000      0.3286450      0.3602560      1.3101616      1.3727560      2.0488309      2.0655577      2.9549028      2.8668599      5.2141415      5.3281248      7.8124505      7.9141194      8.4172404      8.3367190     11.6303715     11.7721168     15.4698859     15.6076347     17.8304225     17.8226419
      2.6500000      0.0000000      0.3286450      0.3623685      1.3101616      1.3766414      2.0488309      2.0651952      2.9549028      2.8617259      5.2141415      5.3334494      7.8124505      7.9153285      8.4172404      8.3314664     11.6303715     11.7748439     15.4698859     15.6054229     17.8304225     17.8151398
      2.6750000      0.0000000      0.3286450      0.3644740      1.3101616      1.3804723      2.0488309      2.0648116      2.9549028      2.8567640      5.2141415      5.3383852      7.8124505      7.9160352      8.4172404      8.3266650     11.6303715     11.7765209     15.4698859     15.6019006     17.8304225     17.8078080
      2.7000000      0.0000000      0.3286450      0.3665722      1.3101616      1.3842456      2.0488309      2.0644077      2.9549028      2.8519833      5.2141415      5.3429161      7.8124505      7.9162362      8.4172404      8.3223401     11.6303715     11.7771355     15.4698859     15.5971019     17.8304225     17.8007282
      2.7250000      0.0000000      0.3286450      0.3686626      1.3101616      1.3879583      2.0488309      2.0639837      2.9549028      2.8473927      5.2141415      5.3470274      7.8124505      7.9159304      8.4172404      8.3185144     11.6303715     11.7766833     15.4698859     15.5910731     17.8304225     17.7939793
      2.7500000      0.0000000      0.3286450      0.3707447      1.3101616      1.3916072      2.0488309      2.0635404      2.9549028      2.8430006      5.2141415      5.3507056      7.8124505      7.9151193      8.4172404      8.3152081     11.6303715     11.7751676     15.4698859     15.5838727     17.8304225     17.7876366
      2.7750000      0.0000000      0.3286450      0.3728183      1.3101616      1.3951895      2.0488309      2.0630782      2.9549028      2.8388153      5.2141415      5.3539388      7.8124505      7.9138069      8.4172404      8.3124386     11.6303715     11.7725993     15.4698859     15.5755701     17.8304225     17.7817706
      2.8000000      0.0000000      0.3286450      0.3748827      1.3101616      1.3987021      2.0488309      2.0625978      2.9549028      2.8348443      5.2141415      5.3567164      7.8124505      7.9119996      8.4172404      8.3102204     11.6303715     11.7689972     15.4698859     15.5662457     17.8304225     17.7764469
      2.8250000      0.0000000      0.3286450      0.3769377      1.3101616      1.4021423      2.0488309      2.0620998      2.9549028      2.8310950      5.2141415      5.3590293      7.8124505      7.9097062      8.4172404      8.3085653     11.6303715     11.7643874     15.4698859     15.5559897     17.8304225     17.7717246
      2.8500000      0.0000000      0.3286450      0.3789827      1.3101616      1.4055071      2.0488309      2.0615847      2.9549028      2.8275744      5.2141415      5.3608701      7.8124505      7.9069380      8.4172404      8.3074818     11.6303715     11.7588035     15.4698859     15.5449011     17.8304225     17.7676565
      2.8750000      0.0000000      0.3286450      0.3810174      1.3101616      1.4087939      2.0488309      2.0610534      2.9549028      2.8242889      5.2141415      5.3622328      7.8124505      7.9037084      8.4172404      8.3069758     11.6303715     11.7522859     15.4698859     15.5330873     17.8304225     17.7642879
      2.9000000      0.0000000      0.3286450      0.3830413      1.3101616      1.4119998      2.0488309      2.0605064      2.9549028      2.8212447      5.2141415      5.3631128      7.8124505      7.9000332      8.4172404      8.3070498     11.6303715     11.7448822     15.4698859     15.5206623     17.8304225     17.7616562
      2.9250000      0.0000000      0.3286450      0.3850541      1.3101616      1.4151224      2.0488309      2.0599444      2.9549028      2.8184473      5.2141415      5.3635074      7.8124505      7.8959303      8.4172404      8.3077035     11.6303715     11.7366462     15.4698859     15.5077465     17.8304225     17.7597909
      2.9500000      0.0000000      0.3286450      0.3870552      1.3101616      1.4181591      2.0488309      2.0593682      2.9549028      2.8159019      5.2141415      5.3634152      7.8124505      7.8914199      8.4172404      8.3089335     11.6303715     11.7276376     15.4698859     15.4944645     17.8304225     17.7587127
      2.9750000      0.0000000      0.3286450      0.3890444      1.3101616      1.4211073      2.0488309      2.0587785      2.9549028      2.8136132      5.2141415      5.3628365      7.8124505      7.8865238      8.4172404      8.3107333     11.6303715     11.7179220     15.4698859     15.4809450     17.8304225     17.7584336
      3.0000000      0.0000000      0.3286450      0.3910212      1.3101616      1.4239647      2.0488309      2.0581761      2.9549028      2.8115855      5.2141415      5.3617733      7.8124505      7.8812661      8.4172404      8.3130933     11.6303715     11.7075699     15.4698859     15.4673185     17.8304225     17.7589568
      3.0250000      0.0000000      0.3286450      0.3929851      1.3101616      1.4267288      2.0488309      2.0575617      2.9549028      2.8098224      5.2141415      5.3602289      7.8124505      7.8756723      8.4172404      8.3160013     11.6303715     11.6966568     15.4698859     15.4537168     17.8304225     17.7602764
      3.0500000      0.0000000      0.3286450      0.3949359      1.3101616      1.4293976      2.0488309      2.0569361      2.9549028      2.8083273      5.2141415      5.3582085      7.8124505      7.8697699      8.4172404      8.3194418     11.6303715     11.6852618     15.4698859     15.4402714     17.8304225     17.7623777
      3.0750000      0.0000000      0.3286450      0.3968730      1.3101616      1.4319687      2.0488309      2.0563001      2.9549028      2.8071028      5.2141415      5.3557186      7.8124505      7.8635876      8.4172404      8.3233969     11.6303715     11.6734678     15.4698859     15.4271124     17.8304225     17.7652373
      3.1000000      0.0000000      0.3286450      0.3987961      1.3101616      1.4344400      2.0488309      2.0556546      2.9549028      2.8061513      5.2141415      5.3527673      7.8124505      7.8571555      8.4172404      8.3278456     11.6303715     11.6613605     15.4698859     15.4143670     17.8304225     17.7688233
      3.1250000      0.0000000      0.3286450      0.4007048      1.3101616      1.4368096      2.0488309      2.0550004      2.9549028      2.8054746      5.2141415      5.3493643      7.8124505      7.8505052      8.4172404      8.3327647     11.6303715     11.6490280     15.4698859     15.4021583     17.8304225     17.7730958
      3.1500000      0.0000000      0.3286450      0.4025987      1.3101616      1.4390755      2.0488309      2.0543382      2.9549028      2.8050738      5.2141415      5.3455206      7.8124505      7.8436691      8.4172404      8.3381281     11.6303715     11.6365598     15.4698859     15.3906045     17.8304225     17.7780071
      3.1750000      0.0000000      0.3286450      0.4044774      1.3101616      1.4412358      2.0488309      2.0536690      2.9549028      2.8049497      5.2141415      5.3412487      7.8124505      7.8366806      8.4172404      8.3439077     11.6303715     11.6240467     15.4698859     15.3798172     17.8304225     17.7835026
      3.2000000      0.0000000      0.3286450      0.4063405      1.3101616      1.4432888      2.0488309      2.0529936      2.9549028      2.8051026      5.2141415      5.3365626      7.8124505      7.8295737      8.4172404      8.3500731     11.6303715     11.6115796     15.4698859     15.3699008     17.8304225     17.7895209
      3.2250000      0.0000000      0.3286450      0.4081877      1.3101616      1.4452327      2.0488309      2.0523129      2.9549028      2.8055321      5.2141415      5.3314776      7.8124505      7.8223832      8.4172404      8.3565919     11.6303715     11.5992490     15.4698859     15.3609511     17.8304225     17.7959951
      3.2500000      0.0000000      0.3286450      0.4100185      1.3101616      1.4470661      2.0488309      2.0516277      2.9549028      2.8062374      5.2141415      5.3260102      7.8124505      7.8151443      8.4172404      8.3634297     11.6303715     11.5871447     15.4698859     15.3530547     17.8304225     17.8028528
      3.2750000      0.0000000      0.3286450      0.4118327      1.3101616      1.4487874      2.0488309      2.0509389      2.9549028      2.8072174      5.2141415      5.3201782      7.8124505      7.8078921      8.4172404      8.3705506     11.6303715     11.5753546     15.4698859     15.3462878     17.8304225     17.8100179
      3.3000000      0.0000000      0.3286450      0.4136297      1.3101616      1.4503951      2.0488309      2.0502474      2.9549028      2.8084700      5.2141415      5.3140007      7.8124505      7.8006623      8.4172404      8.3779172     11.6303715     11.5639644     15.4698859     15.3407160     17.8304225     17.8174103
      3.3250000      0.0000000      0.3286450      0.4154093      1.3101616      1.4518881      2.0488309      2.0495541      2.9549028      2.8099931      5.2141415      5.3074977      7.8124505      7.7934900      8.4172404      8.3854906     11.6303715     11.5530570     15.4698859     15.3363931     17.8304225     17.8249477
      3.3500000      0.0000000      0.3286450      0.4171710      1.3101616      1.4532649      2.0488309      2.0488599      2.9549028      2.8117838      5.2141415      5.3006905      7.8124505      7.7864102      8.4172404      8.3932310     11.6303715     11.5427115     15.4698859     15.3333609     17.8304225     17.8325462
      3.3750000      0.0000000      0.3286450      0.4189146      1.3101616      1.4545246      2.0488309      2.0481657      2.9549028      2.8138389      5.2141415      5.2936013      7.8124505      7.7794577      8.4172404      8.4010977     11.6303715     11.5330032     15.4698859     15.3316487     17.8304225     17.8401209
      3.4000000      0.0000000      0.3286450      0.4206396      1.3101616      1.4556661      2.0488309      2.0474723      2.9549028      2.8161544      5.2141415      5.2862531      7.8124505      7.7726662      8.4172404      8.4090494     11.6303715     11.5240027     15.4698859     15.3312731     17.8304225     17.8475876
      3.4250000      0.0000000      0.3286450      0.4223458      1.3101616      1.4566884      2.0488309      2.0467806      2.9549028      2.8187262      5.2141415      5.2786699      7.8124505      7.7660690      8.4172404      8.4170442     11.6303715     11.5157754     15.4698859     15.3322376     17.8304225     17.8548630
      3.4500000      0.0000000      0.3286450      0.4240327      1.3101616      1.4575908      2.0488309      2.0460916      2.9549028      2.8215495      5.2141415      5.2708765      7.8124505      7.7596982      8.4172404      8.4250400     11.6303715     11.5083811     15.4698859     15.3345331     17.8304225     17.8618661
      3.4750000      0.0000000      0.3286450      0.4257000      1.3101616      1.4583724      2.0488309      2.0454060      2.9549028      2.8246191      5.2141415      5.2628981      7.8124505      7.7535850      8.4172404      8.4329947     11.6303715     11.5018735     15.4698859     15.3381372     17.8304225     17.8685187
      3.5000000      0.0000000      0.3286450      0.4273473      1.3101616      1.4590327      2.0488309      2.0447249      2.9549028      2.8279293      5.2141415      5.2547608      7.8124505      7.7477593      8.4172404      8.4408666     11.6303715     11.4963000     15.4698859     15.3430152     17.8304225     17.8747468
      3.5250000      0.0000000      0.3286450      0.4289744      1.3101616      1.4595710      2.0488309      2.0440490      2.9549028      2.8314740      5.2141415      5.2464912      7.8124505      7.7422494      8.4172404      8.4486142     11.6303715     11.4917010     15.4698859     15.3491199     17.8304225     17.8804809
      3.5500000      0.0000000      0.3286450      0.4305809      1.3101616      1.4599870      2.0488309      2.0433793      2.9549028      2.8352466      5.2141415      5.2381162      7.8124505      7.7370823      8.4172404      8.4561967     11.6303715     11.4881100     15.4698859     15.3563922     17.8304225     17.8856572
      3.5750000      0.0000000      0.3286450      0.4321664      1.3101616      1.4602804      2.0488309      2.0427165      2.9549028      2.8392402      5.2141415      5.2296630      7.8124505      7.7322832      8.4172404      8.4635743     11.6303715     11.4855532     15.4698859     15.3647618     17.8304225     17.8902179
      3.6000000      0.0000000      0.3286450      0.4337307      1.3101616      1.4604508      2.0488309      2.0420615      2.9549028      2.8434474      5.2141415      5.2211592      7.8124505      7.7278756      8.4172404      8.4707081     11.6303715     11.4840490     15.4698859     15.3741478     17.8304225     17.8941123
      3.6250000      0.0000000      0.3286450      0.4352734      1.3101616      1.4604981      2.0488309      2.0414153      2.9549028      2.8478605      5.2141415      5.2126326      7.8124505      7.7238809      8.4172404      8.4775607     11.6303715     11.4836084     15.4698859     15.3844595     17.8304225     17.8972970
      3.6500000      0.0000000      0.3286450      0.4367942      1.3101616      1.4604223      2.0488309      2.0407785      2.9549028      2.8524712      5.2141415      5.2041109      7.8124505      7.7203186      8.4172404      8.4840959     11.6303715     11.4842346     15.4698859     15.3955972     17.8304225     17.8997363
      3.6750000      0.0000000      0.3286450      0.4382927      1.3101616      1.4602235      2.0488309      2.0401520      2.9549028      2.8572711      5.2141415      5.1956219      7.8124505      7.7172063      8.4172404      8.4902794     11.6303715     11.4859231     15.4698859     15.4074531     17.8304225     17.9014033
      3.7000000      0.0000000      0.3286450      0.4397688      1.3101616      1.4599019      2.0488309      2.0395366      2.9549028      2.8622514      5.2141415      5.1871932      7.8124505      7.7145590      8.4172404      8.4960787     11.6303715     11.4886617     15.4698859     15.4199127     17.8304225     17.9022792
      3.7250000      0.0000000      0.3286450      0.4412220      1.3101616      1.4594576      2.0488309      2.0389332      2.9549028      2.8674027      5.2141415      5.1788524      7.8124505      7.7123896      8.4172404      8.5014632     11.6303715     11.4924302     15.4698859     15.4328555     17.8304225     17.9023544
      3.7500000      0.0000000      0.3286450      0.4426521      1.3101616      1.4588910      2.0488309      2.0383424      2.9549028      2.8727156      5.2141415      5.1706265      7.8124505      7.7107089      8.4172404      8.5064047     11.6303715     11.4972015     15.4698859     15.4461563     17.8304225     17.9016279
      3.7750000      0.0000000      0.3286450      0.4440588      1.3101616      1.4582027      2.0488309      2.0377650      2.9549028      2.8781803      5.2141415      5.1625425      7.8124505      7.7095249      8.4172404      8.5108771     11.6303715     11.5029408     15.4698859     15.4596865     17.8304225     17.9001079
      3.8000000      0.0000000      0.3286450      0.4454418      1.3101616      1.4573931      2.0488309      2.0372018      2.9549028      2.8837867      5.2141415      5.1546266      7.8124505      7.7088435      8.4172404      8.5148568     11.6303715     11.5096064     15.4698859     15.4733153     17.8304225     17.8978114
      3.8250000      0.0000000      0.3286450      0.4468008      1.3101616      1.4564630      2.0488309      2.0366535      2.9549028      2.8895245      5.2141415      5.1469046      7.8124505      7.7086680      8.4172404      8.5183231     11.6303715     11.5171498     15.4698859     15.4869110     17.8304225     17.8947639
      3.8500000      0.0000000      0.3286450      0.4481355      1.3101616      1.4554131      2.0488309      2.0361208      2.9549028      2.8953830      5.2141415      5.1394018      7.8124505      7.7089992      8.4172404      8.5212575     11.6303715     11.5255162     15.4698859     15.5003421     17.8304225     17.8909993
      3.8750000      0.0000000      0.3286450      0.4494457      1.3101616      1.4542442      2.0488309      2.0356044      2.9549028      2.9013514      5.2141415      5.1321425      7.8124505      7.7098356      8.4172404      8.5236448     11.6303715     11.5346449     15.4698859     15.5134787     17.8304225     17.8865597
      3.9000000      0.0000000      0.3286450      0.4507311      1.3101616      1.4529574      2.0488309      2.0351049      2.9549028      2.9074187      5.2141415      5.1251505      7.8124505      7.7111730      8.4172404      8.5254723     11.6303715     11.5444693     15.4698859     15.5261938     17.8304225     17.8814945
      3.9250000      0.0000000      0.3286450      0.4519913      1.3101616      1.4515536      2.0488309      2.0346230      2.9549028      2.9135737      5.2141415      5.1184485      7.8124505      7.7130049      8.4172404      8.5267304     11.6303715     11.5549182     15.4698859     15.5383645     17.8304225     17.8758602
      3.9500000      0.0000000      0.3286450      0.4532263      1.3101616      1.4500341      2.0488309      2.0341593      2.9549028      2.9198050      5.2141415      5.1120583      7.8124505      7.7153224      8.4172404      8.5274125     11.6303715     11.5659155     15.4698859     15.5498731     17.8304225     17.8697194
      3.9750000      0.0000000      0.3286450      0.4544357      1.3101616      1.4484000      2.0488309      2.0337144      2.9549028      2.9261012      5.2141415      5.1060008      7.8124505      7.7181141      8.4172404      8.5275150     11.6303715     11.5773814     15.4698859     15.5606083     17.8304225     17.8631408
      4.0000000      0.0000000      0.3286450      0.4556192      1.3101616      1.4466527      2.0488309      2.0332888      2.9549028      2.9324505      5.2141415      5.1002957      7.8124505      7.7213665      8.4172404      8.5270373     11.6303715     11.5892325     15.4698859     15.5704664     17.8304225     17.8561975
      4.0250000      0.0000000      0.3286450      0.4567766      1.3101616      1.4447937      2.0488309      2.0328831      2.9549028      2.9388413      5.2141415      5.0949616      7.8124505      7.7250636      8.4172404      8.5259821     11.6303715     11.6013826     15.4698859     15.5793519     17.8304225     17.8489671
      4.0500000      0.0000000      0.3286450      0.4579077      1.3101616      1.4428244      2.0488309      2.0324979      2.9549028      2.9452618      5.2141415      5.0900159      7.8124505      7.7291874      8.4172404      8.5243548     11.6303715     11.6137434     15.4698859     15.5871791     17.8304225     17.8415299
      4.0750000      0.0000000      0.3286450      0.4590123      1.3101616      1.4407465      2.0488309      2.0321335      2.9549028      2.9517001      5.2141415      5.0854747      7.8124505      7.7337178      8.4172404      8.5221640     11.6303715     11.6262251     15.4698859     15.5938723     17.8304225     17.8339690
      4.1000000      0.0000000      0.3286450      0.4600901      1.3101616      1.4385616      2.0488309      2.0317906      2.9549028      2.9581443      5.2141415      5.0813528      7.8124505      7.7386326      8.4172404      8.5194212     11.6303715     11.6387369     15.4698859     15.5993666     17.8304225     17.8263685
      4.1250000      0.0000000      0.3286450      0.4611409      1.3101616      1.4362716      2.0488309      2.0314694      2.9549028      2.9645825      5.2141415      5.0776636      7.8124505      7.7439078      8.4172404      8.5161408     11.6303715     11.6511879     15.4698859     15.6036090     17.8304225     17.8188132
      4.1500000      0.0000000      0.3286450      0.4621645      1.3101616      1.4338784      2.0488309      2.0311705      2.9549028      2.9710028      5.2141415      5.0744192      7.8124505      7.7495177      8.4172404      8.5123402     11.6303715     11.6634876     15.4698859     15.6065585     17.8304225     17.8113873
      4.1750000      0.0000000      0.3286450      0.4631607      1.3101616      1.4313838      2.0488309      2.0308943      2.9549028      2.9773934      5.2141415      5.0716302      7.8124505      7.7554349      8.4172404      8.5080393     11.6303715     11.6755466     15.4698859     15.6081866     17.8304225     17.8041736
      4.2000000      0.0000000      0.3286450      0.4641292      1.3101616      1.4287900      2.0488309      2.0306409      2.9549028      2.9837424      5.2141415      5.0693055      7.8124505      7.7616305      8.4172404      8.5032607     11.6303715     11.6872772     15.4698859     15.6084774     17.8304225     17.7972523
      4.2250000      0.0000000      0.3286450      0.4650699      1.3101616      1.4260990      2.0488309      2.0304109      2.9549028      2.9900382      5.2141415      5.0674529      7.8124505      7.7680742      8.4172404      8.4980295     11.6303715     11.6985941     15.4698859     15.6074283     17.8304225     17.7907007
      4.2500000      0.0000000      0.3286450      0.4659826      1.3101616      1.4233131      2.0488309      2.0302045      2.9549028      2.9962691      5.2141415      5.0660782      7.8124505      7.7747347      8.4172404      8.4923734     11.6303715     11.7094152     15.4698859     15.6050493     17.8304225     17.7845917
      4.2750000      0.0000000      0.3286450      0.4668670      1.3101616      1.4204346      2.0488309      2.0300219      2.9549028      3.0024236      5.2141415      5.0651861      7.8124505      7.7815792      8.4172404      8.4863220     11.6303715     11.7196617     15.4698859     15.6013635     17.8304225     17.7789935
      4.3000000      0.0000000      0.3286450      0.4677231      1.3101616      1.4174657      2.0488309      2.0298634      2.9549028      3.0084904      5.2141415      5.0647795      7.8124505      7.7885745      8.4172404      8.4799071     11.6303715     11.7292591     15.4698859     15.5964065     17.8304225     17.7739685
      4.3250000      0.0000000      0.3286450      0.4685506      1.3101616      1.4144090      2.0488309      2.0297292      2.9549028      3.0144582      5.2141415      5.0648595      7.8124505      7.7956864      8.4172404      8.4731626     11.6303715     11.7381377     15.4698859     15.5902261     17.8304225     17.7695725
      4.3500000      0.0000000      0.3286450      0.4693494      1.3101616      1.4112669      2.0488309      2.0296194      2.9549028      3.0203160      5.2141415      5.0654261      7.8124505      7.8028802      8.4172404      8.4661239     11.6303715     11.7462330     15.4698859     15.5828823     17.8304225     17.7658546
      4.3750000      0.0000000      0.3286450      0.4701192      1.3101616      1.4080420      2.0488309      2.0295342      2.9549028      3.0260530      5.2141415      5.0664773      7.8124505      7.8101206      8.4172404      8.4588281     11.6303715     11.7534861     15.4698859     15.5744459     17.8304225     17.7628563
      4.4000000      0.0000000      0.3286450      0.4708600      1.3101616      1.4047370      2.0488309      2.0294738      2.9549028      3.0316585      5.2141415      5.0680097      7.8124505      7.8173725      8.4172404      8.4513134     11.6303715     11.7598442     15.4698859     15.5649985     17.8304225     17.7606110
      4.4250000      0.0000000      0.3286450      0.4715716      1.3101616      1.4013546      2.0488309      2.0294381      2.9549028      3.0371224      5.2141415      5.0700183      7.8124505      7.8246003      8.4172404      8.4436195     11.6303715     11.7652613     15.4698859     15.5546316     17.8304225     17.7591436
      4.4500000      0.0000000      0.3286450      0.4722539      1.3101616      1.3978974      2.0488309      2.0294273      2.9549028      3.0424344      5.2141415      5.0724966      7.8124505      7.8317688      8.4172404      8.4357868     11.6303715     11.7696978     15.4698859     15.5434453     17.8304225     17.7584706
      4.4750000      0.0000000      0.3286450      0.4729066      1.3101616      1.3943685      2.0488309      2.0294413      2.9549028      3.0475847      5.2141415      5.0754365      7.8124505      7.8388430      8.4172404      8.4278566     11.6303715     11.7731215     15.4698859     15.5315477     17.8304225     17.7585994
      4.5000000      0.0000000      0.3286450      0.4735297      1.3101616      1.3907705      2.0488309      2.0294802      2.9549028      3.0525639      5.2141415      5.0788284      7.8124505      7.8457883      8.4172404      8.4198705     11.6303715     11.7755076     15.4698859     15.5190539     17.8304225     17.7595286
      4.5250000      0.0000000      0.3286450      0.4741231      1.3101616      1.3871066      2.0488309      2.0295438      2.9549028      3.0573627      5.2141415      5.0826613      7.8124505      7.8525708      8.4172404      8.4118706     11.6303715     11.7768387     15.4698859     15.5060848     17.8304225     17.7612479
      4.5500000      0.0000000      0.3286450      0.4746866      1.3101616      1.3833796      2.0488309      2.0296321      2.9549028      3.0619723      5.2141415      5.0869226      7.8124505      7.8591574      8.4172404      8.4038989     11.6303715     11.7771052     15.4698859     15.4927657     17.8304225     17.7637380
      4.5750000      0.0000000      0.3286450      0.4752200      1.3101616      1.3795927      2.0488309      2.0297451      2.9549028      3.0663841      5.2141415      5.0915986      7.8124505      7.8655159      8.4172404      8.3959974     11.6303715     11.7763050     15.4698859     15.4792253     17.8304225     17.7669712
      4.6000000      0.0000000      0.3286450      0.4757234      1.3101616      1.3757490      2.0488309      2.0298824      2.9549028      3.0705901      5.2141415      5.0966738      7.8124505      7.8716154      8.4172404      8.3882077     11.6303715     11.7744440     15.4698859     15.4655947     17.8304225     17.7709116
      4.6250000      0.0000000      0.3286450      0.4761966      1.3101616      1.3718515      2.0488309      2.0300440      2.9549028      3.0745824      5.2141415      5.1021319      7.8124505      7.8774259      8.4172404      8.3805707     11.6303715     11.7715358     15.4698859     15.4520055     17.8304225     17.7755151
      4.6500000      0.0000000      0.3286450      0.4766394      1.3101616      1.3679036      2.0488309      2.0302297      2.9549028      3.0783537      5.2141415      5.1079550      7.8124505      7.8829192      8.4172404      8.3731266     11.6303715     11.7676015     15.4698859     15.4385893     17.8304225     17.7807306
      4.6750000      0.0000000      0.3286450      0.4770519      1.3101616      1.3639083      2.0488309      2.0304392      2.9549028      3.0818970      5.2141415      5.1141242      7.8124505      7.8880685      8.4172404      8.3659145     11.6303715     11.7626696     15.4698859     15.4254756     17.8304225     17.7864998
      4.7000000      0.0000000      0.3286450      0.4774338      1.3101616      1.3598690      2.0488309      2.0306722      2.9549028      3.0852057      5.2141415      5.1206193      7.8124505      7.8928484      8.4172404      8.3589725     11.6303715     11.7567761     15.4698859     15.4127913     17.8304225     17.7927585
      4.7250000      0.0000000      0.3286450      0.4777852      1.3101616      1.3557891      2.0488309      2.0309285      2.9549028      3.0882738      5.2141415      5.1274192      7.8124505      7.8972359      8.4172404      8.3523371     11.6303715     11.7499638     15.4698859     15.4006590     17.8304225     17.7994369
      4.7500000      0.0000000      0.3286450      0.4781060      1.3101616      1.3516717      2.0488309      2.0312077      2.9549028      3.0910956      5.2141415      5.1345017      7.8124505      7.9012093      8.4172404      8.3460430     11.6303715     11.7422821     15.4698859     15.3891961     17.8304225     17.8064606
      4.7750000      0.0000000      0.3286450      0.4783961      1.3101616      1.3475204      2.0488309      2.0315095      2.9549028      3.0936659      5.2141415      5.1418437      7.8124505      7.9047493      8.4172404      8.3401236     11.6303715     11.7337869     15.4698859     15.3785133     17.8304225     17.8137513
      4.8000000      0.0000000      0.3286450      0.4786554      1.3101616      1.3433385      2.0488309      2.0318335      2.9549028      3.0959799      5.2141415      5.1494213      7.8124505      7.9078387      8.4172404      8.3346098     11.6303715     11.7245400     15.4698859     15.3687140     17.8304225     17.8212279
      4.8250000      0.0000000      0.3286450      0.4788839      1.3101616      1.3391294      2.0488309      2.0321792      2.9549028      3.0980334      5.2141415      5.1572098      7.8124505      7.9104623      8.4172404      8.3295307     11.6303715     11.7146087     15.4698859     15.3598929     17.8304225     17.8288069
      4.8500000      0.0000000      0.3286450      0.4790815      1.3101616      1.3348966      2.0488309      2.0325463      2.9549028      3.0998225      5.2141415      5.1651839      7.8124505      7.9126074      8.4172404      8.3249130     11.6303715     11.7040650     15.4698859     15.3521353     17.8304225     17.8364039
      4.8750000      0.0000000      0.3286450      0.4792483      1.3101616      1.3306436      2.0488309      2.0329342      2.9549028      3.1013440      5.2141415      5.1733175      7.8124505      7.9142634      8.4172404      8.3207811     11.6303715     11.6929856     15.4698859     15.3455161     17.8304225     17.8439342
      4.9000000      0.0000000      0.3286450      0.4793841      1.3101616      1.3263738      2.0488309      2.0333424      2.9549028      3.1025950      5.2141415      5.1815842      7.8124505      7.9154222      8.4172404      8.3171566     11.6303715     11.6814511     15.4698859     15.3400995     17.8304225     17.8513140
      4.9250000      0.0000000      0.3286450      0.4794889      1.3101616      1.3220906      2.0488309      2.0337705      2.9549028      3.1035733      5.2141415      5.1899569      7.8124505      7.9160783      8.4172404      8.3140586     11.6303715     11.6695452     15.4698859     15.3359377     17.8304225     17.8584609
      4.9500000      0.0000000      0.3286450      0.4795628      1.3101616      1.3177978      2.0488309      2.0342179      2.9549028      3.1042770      5.2141415      5.1984085      7.8124505      7.9162284      8.4172404      8.3115035     11.6303715     11.6573547     15.4698859     15.3330710     17.8304225     17.8652954
      4.9750000      0.0000000      0.3286450      0.4796056      1.3101616      1.3134987      2.0488309      2.0346840      2.9549028      3.1047049      5.2141415      5.2069113      7.8124505      7.9158717      8.4172404      8.3095046     11.6303715     11.6449679     15.4698859     15.3315272     17.8304225     17.8717413
      5.0000000      0.0000000      0.3286450      0.4796175      1.3101616      1.3091968      2.0488309      2.0351682      2.9549028      3.1048561      5.2141415      5.2154377      7.8124505      7.9150101      8.4172404      8.3080724     11.6303715     11.6324751     15.4698859     15.3313211     17.8304225     17.8777267
      5.0250000      0.0000000      0.3286450      0.4795983      1.3101616      1.3048957      2.0488309      2.0356699      2.9549028      3.1047303      5.2141415      5.2239599      7.8124505      7.9136477      8.4172404      8.3072146     11.6303715     11.6199670     15.4698859     15.3324547     17.8304225     17.8831849
      5.0500000      0.0000000      0.3286450      0.4795482      1.3101616      1.3005990      2.0488309      2.0361885      2.9549028      3.1043279      5.2141415      5.2324500      7.8124505      7.9117912      8.4172404      8.3069356     11.6303715     11.6075345     15.4698859     15.3349171     17.8304225     17.8880552
      5.0750000      0.0000000      0.3286450      0.4794670      1.3101616      1.2963101      2.0488309      2.0367232      2.9549028      3.1036495      5.2141415      5.2408806      7.8124505      7.9094496      8.4172404      8.3072369     11.6303715     11.5952681     15.4698859     15.3386845     17.8304225     17.8922832
